 34-0 34-1 f xopt_runtime xopt_error
0 2.1439348185753575 2.6845200824182944 100000 2.429163599968888 False
1 0.5672697970552001 2.651404682271494 100000 2.5364427999593318 False
2 -2.9783294460781784 -1.5448199214631906 100000 2.5744075999828056 False
3 -0.5030770717392605 1.4970783177445774 100000 2.7495848999824375 False
4 -2.5409375531624114 -2.7055974771607314 100000 2.7241813999135047 False
5 -0.1488852808801635 2.5383613789840886 100000 2.729766699951142 False
6 0.2060283345853664 0.21831602864356991 20 2.6993850000435486 False
7 -0.07615017619852704 -2.501983479013064 100000 2.7276980999158695 False
8 2.2424915752503107 -1.631554111924226 100000 2.6810969000216573 False
9 1.1209466577556286 0.5590951192792102 100000 2.7043870999477804 False
10 1.8481931995008676 -2.695725196832237 100000 2.699575799982995 False
11 1.4618656817888143 -0.1384148201636024 100000 2.6810194000136107 False
12 -1.432626448701206 -0.27790023658800944 100000 2.6867745000636205 False
13 -0.8005292879481649 1.0665148119963312 100000 2.6819190999958664 False
14 1.511294564243765 0.9048294707132594 100000 2.674767299904488 False
15 0.12392735192175985 -2.429907553630284 100000 2.6817050999961793 False
16 0.0578473762054883 0.3994855844826697 0 2.6842148000141606 False
17 1.0919673025693444 -1.9691363778351292 100000 2.671529799932614 False
18 1.0104972170696342 -0.47313462383585136 100000 2.6848755000391975 False
19 -0.012204900255773588 2.929323696258515 100000 2.6503384999232367 False
20 -3.0 3.0 100000 2.6768975000595674 False
21 0.02461211060966684 -0.15756732108605517 0 2.66443010000512 False
22 3.0 3.0 100000 2.6841148000676185 False
23 0.09975311943597948 0.10107039962246092 0 2.6660674000158906 False
24 0.0925172620719853 0.12054759257097687 0 2.6729036999167874 False
25 0.09231107679911117 0.1441446353675993 0 2.668457700056024 False
26 -0.39425622951534395 -0.8187014193799639 100000 2.651817600009963 False
27 0.28020904139472574 0.8041711383687085 100000 2.697356400080025 False
28 -0.3046671010371304 0.4094315759279897 100000 2.665273300022818 False
29 0.17023744642904703 -0.28443887496054476 0 2.662103999988176 False
30 0.044563861831623655 -0.38208905272874466 0 2.6877611000090837 False
31 0.09357571432193071 -0.23210053630233446 0 2.6403367000166327 False
32 0.3703820976589578 -0.06848244845989801 100000 2.6594551999587566 False
33 0.11236127840236461 -0.7534312094672269 100000 2.7270102999173105 False
34 0.1899199687057641 0.37338019244934745 0 2.6465720999985933 False
35 0.22507208993650768 -0.4444064683828149 100000 2.6547310000751168 False
36 0.13169080386195692 0.346669013017927 0 2.689122600015253 False
37 0.11873010923785768 0.5138400225155763 0 2.668705699965358 False
38 -0.13451586340564123 -0.05153897158288878 0 2.690131100011058 False
39 0.20200267122412452 0.27796039616500307 0 2.716806899989024 False
40 -2.9640561764444957 1.5114836439827595 100000 2.680005800095387 False
41 -0.12342783080360019 -0.31964640571522934 0 2.6474495000438765 False
42 0.32500168191166173 -1.0266480689375106 100000 2.7389351000310853 False
43 -0.14237352663535557 -0.41843635978377736 0 2.6997453999938443 False
44 -3.0 0.351634314975745 100000 2.694353500031866 False
45 0.33299422521580935 0.25664653236796797 100000 2.654432600014843 False
46 -0.04988397267812814 -0.007662369035246729 0 2.6605744999833405 False
47 -0.054951793648185324 -0.3801251795313939 0 2.7070800000801682 False
48 0.41300229925873244 -1.4668717487545644 100000 2.6919808000093326 False
49 -0.03893595144658511 0.5307765867589687 0 2.658181200036779 False
50 0.012703760405600267 0.7095726366264199 100000 2.6305594999575987 False
51 -1.55596253367959 -1.7776813349339016 100000 2.7015634999843314 False
52 -0.09160427532760522 -0.14118437043839152 0 2.695065699983388 False
53 -0.278799681829884 -0.3337170638413113 100000 2.692444400046952 False
54 2.9494721107184887 -0.11818619258701801 100000 2.704863600083627 False
55 -0.02847062154041353 -0.05457842312556963 0 2.695138300070539 False
56 -0.03261133587938667 -0.06778095192875597 0 2.619537700084038 False
57 -0.20189554840848292 0.09756295257570995 0 2.6919807998929173 False
58 -0.009136168733187172 -0.2735152430010303 0 2.6638707999372855 False
59 -1.8473750780168405 0.8192520871757881 100000 2.679780500009656 False
60 -1.65549475971521 2.161082592395481 100000 2.6925467000110075 False
61 2.4265480996854296 1.3918758556220747 100000 2.680551999947056 False
62 0.031337939013097 0.4880422557585362 0 2.667036800063215 False
63 0.1100522610460403 0.11936093669928728 0 2.653106200043112 False
64 -2.3397037349883254 -0.3650166722363819 100000 2.6876148000592366 False
65 -0.0917106371180365 0.044837846420832016 0 2.668796099955216 False
66 -1.46995576121227 -2.7791695568738386 100000 2.6479315999895334 False
67 1.4390598103749244 2.055803848578528 100000 2.6401295999530703 False
68 -0.27480803193637254 0.017738216203392092 100000 2.657094100024551 False
69 -0.07925735421681326 0.002992456863844371 0 2.6652977999765426 False
70 -0.07710471836258768 -0.014673354172744905 0 2.6364321000874043 False
71 -0.07585542620490102 -0.027897234756803963 0 2.6506816000910476 False
72 -0.10325626558848702 -0.5368484555577513 0 2.6736351000145078 False
73 0.11760633153155509 0.13514830928444185 0 2.672725399956107 False
74 -0.520411584591248 -1.8703305713820024 100000 2.6758243000367656 False
75 -0.07631753683666717 -0.09316383964022742 0 2.7484863999998197 False
76 0.11823165731371825 0.13883653387470635 0 2.6514812000095844 False
77 0.11827447301491821 0.1416100921716899 0 2.69021759997122 False
78 -0.18374675576944652 -0.6115771446317879 100000 2.6340768999652937 False
79 -0.15953530483227835 0.25461415099294377 0 2.6827705999603495 False
80 -0.5584920375888747 -0.9813568020725194 100000 2.661320099956356 False
81 -2.3357336591399904 3.0 100000 2.6968716999981552 False
82 -0.9929841789455736 2.8646502842672605 100000 2.6713368999771774 False
83 1.0073903374264561 -3.0 100000 2.6587861999869347 False
84 -0.25452720652693817 -1.0895679562952714 100000 2.6819231000263244 False
85 -0.005445970898017578 -0.5362906200414276 0 2.6709047000622377 False
86 -0.05231513144800521 -0.07071949734938941 0 2.6525657000020146 False
87 0.1209426705203161 0.14769029207598863 0 2.65579810005147 False
88 2.8829284849392365 -3.0 100000 2.6761654999572784 False
89 -0.056377125023257896 -0.07030391961303908 0 2.649785300018266 False
90 0.12332936717774397 0.15379066133729294 0 2.6442464999854565 False
91 -0.06001962259815207 -0.06819927792710906 0 2.6420847000554204 False
92 -0.06205317088773829 -0.06721063860395912 0 2.661002999986522 False
93 2.9874724114784987 -1.9997466677299276 100000 2.6815014999592677 False
