 34-0 34-1 34-2 34-3 34-4 34-5 34-6 34-7 34-8 34-9 34-10 34-11 f xopt_runtime xopt_error
0 -2.8092788481356017 0.32275096812531734 1.678759270021013 -1.5014005790468632 2.713910950758083 -0.6159342278112305 1.4550046405638186 2.013843791091279 0.08229811124284314 1.404552314483344 1.3994468479653612 -2.1568055966312656 100000 2.419719099998474 False
1 -0.5053469888414734 -1.2413480271108552 2.328343894676143 1.9364454698616083 1.6267600915241542 2.5184254366907712 -2.4863540020261707 2.0094353697016762 -2.1482889109363494 1.2549274187579185 2.750753715773878 0.3459653121167712 100000 2.5295326999621466 False
2 -1.8278962415048818 -2.610561617024687 0.9080200516748516 1.0136086228009127 1.5203254794416932 -1.4580163620720752 1.010496611891905 1.0762966055052257 2.38770372409067 -0.22246795139787334 2.7456020781227837 -0.5033282319624557 100000 2.5165541999740526 False
3 1.0572691769979121 -1.972357229541881 -2.6464811701172124 1.6010826795808253 -1.9013791140126894 1.003762068373093 0.9223734755512982 -2.081055732520902 0.41503729116761967 -1.4825970934172779 0.759341020758002 -0.526423679258821 100000 2.50236899999436 False
4 -2.9346586203839164 0.46256995108147025 2.2045766110496245 0.07602676927198893 -2.421636709592378 1.931456183971404 -1.5657946330423707 0.5651148768993228 1.7126505575026796 1.1260790593609604 -1.7770547535420746 0.37376264984926433 100000 2.53215069998987 False
5 1.8603092068692648 -0.513306667056268 -1.7227328007790907 -2.7450146605820818 1.8462170627640673 0.6514571720344815 -0.5635373918250814 -0.04638922152371405 2.1649989271998358 0.8518634568431587 -0.11860600870348925 -0.2099065493542671 100000 2.4911614999873564 False
6 -2.3151241559368376 -1.8829491618986332 -2.4543909149380436 -1.101162491528581 -0.550810565200095 -2.7585081852490605 1.3043506145157577 -1.497376973831061 0.5459031834369767 -1.9282931113022934 -0.1103862745610904 1.1620966439004787 100000 2.479881100007333 False
7 -2.8273417617701035 1.6471769811050834 0.28744602634397687 -1.076243660768971 -2.765227339175314 -0.974787603630979 -0.4948719550905043 -1.1876907466110644 0.3313774383915318 -2.0685109851436057 2.982661897798442 -2.82462967295249 100000 2.4968832000158727 False
8 -1.5977292275449688 2.008645762451782 1.158418005968124 -0.9486150093754886 0.5185586069261343 -0.9050049125231636 -0.642769958002436 -1.5282689699253025 -2.7576315784122647 1.9966378528270576 -1.6650510637849045 2.6396809438366393 100000 2.509534699958749 False
9 -2.901743106126993 -1.7976564990652495 -1.818591986801996 1.7378722599202652 -0.10504922372227332 2.0663645860636537 -1.4975487591656582 -0.00909829053431599 1.0066783741648686 0.2535453255514595 1.954655605588389 1.28181542023316 100000 2.4962516999803483 False
10 -2.833471038950666 2.455406248059938 -0.6058126884978154 0.3017316314504068 0.03549872154330824 1.9151931906755193 -0.810585654556979 -0.5173653783266134 -0.479810743647616 -2.0736994285087746 1.9621436970587487 1.8256459131499883 100000 2.4964030999690294 False
11 -0.06667453674565404 -0.8401729399152664 2.3139942369505757 -1.298121917634452 2.8003534084859734 -2.9064201745864926 2.125406751998417 -1.0213957533949793 -1.50708157308833 1.239937788534415 0.68372730266048 -0.5110917074332524 100000 2.499494499992579 False
12 -0.14155590129365692 -2.617888004365181 1.9632859564029752 -1.8792168768917001 1.1691973451361264 1.5798543128075364 -2.1364746853522654 2.0346149127669424 2.514582272848493 0.6473887898120019 0.30696521898557094 1.013968969110258 100000 2.499238900025375 False
13 0.11812685281164281 -2.56870585038883 0.3800668329316448 0.3253417376333543 1.0189138712615782 2.654106316753846 0.013859496848752872 -0.4400054729262921 -1.7613146795567458 -2.9995184870393157 0.1711947425436806 -1.808137043542455 100000 2.5222596999956295 False
14 -2.505923375365887 -2.502559945688824 -0.47407698748669613 2.3579258681981834 -1.786976978495069 0.32475562237757805 1.194194124719651 1.0901259162807688 0.5154430995613803 2.540362429624744 1.5282459607735783 0.4362688748706147 100000 2.5379057000391185 False
15 -2.3041818334039883 2.0944693849635208 -2.577042609475656 2.3667994190396673 -1.4395938016382601 2.657486602062214 -0.9313243063285714 0.049805224074692234 0.13114021271284448 -0.14194275096678588 1.8936040972697743 0.41747512428174405 100000 2.4811320999870077 False
16 -0.08356794194308748 1.7868934719533973 -0.48086693380131695 1.9030541897321696 1.3067562368938956 -1.1833103234750357 2.173054367456194 2.1127268027541515 -2.9804068274569717 2.6057625536307993 -0.08382801681991481 -0.7436688328728462 100000 2.5236629000864923 False
17 1.235857317544566 1.922769580027964 -1.0956456466069326 0.3799900601277937 -2.1335203486568526 2.354774604071899 2.038343075795627 2.971986166742636 2.118332001623921 -1.920667514323947 -0.45498733898605925 -2.6168253448360392 100000 2.4999318999471143 False
18 2.3679971119575 1.1309694126753858 -1.3370415209600512 -0.7045344633587338 -1.8982618317614026 -1.973944649207363 -1.669865203252666 -2.0403894739588546 0.6554781077112164 -2.8869799364132502 -0.4349686096990011 -1.8612035162988576 100000 2.4792524999938905 False
